Id,Time[ns],1:UART: RX/TX
10312,11942665640.00,7
10313,11942676480.00,C
10314,11942687360.00,9
10315,11942698200.00,E
10316,11942709040.00,7
10317,11942719880.00,7
10318,11942730720.00,B
10319,11942741560.00,4
10320,11942752440.00,D
10321,11942763280.00,4
10322,11942774120.00,4
10323,11942784960.00,4
10324,11942795800.00,5
10325,11942806680.00,2
10326,11942817520.00,1
10327,11942828360.00,7
10328,11942839200.00,0
10329,11942850080.00,F
10330,11942860920.00,6
10331,11942871760.00,7
10332,11942882600.00,2
10333,11942893440.00,E
10334,11942904320.00,3
10335,11942915160.00,F
10336,11942926000.00,B
10337,11942936840.00,A
10338,11942947680.00,D
10339,11942958520.00,5
10340,11942969400.00,9
10341,11942980240.00,9
10342,11942991080.00,E
10343,11943001920.00,4
10344,11943012760.00,6
10345,11943023640.00,4
10346,11943034480.00,4
10347,11943045320.00,0
10348,11943056160.00,3
10349,11943067040.00,3
10350,11943077880.00,7
10351,11943088720.00,1
10352,11943099560.00,A
10353,11943110400.00,6
10354,11943121280.00,C
10355,11943132120.00,F
10356,11943142960.00,A
10357,11943153800.00,C
10358,11943164640.00,7
10359,11943175480.00,3
10360,11943186360.00,D
10361,11943197200.00,2
10362,11943208040.00,1
10363,11943218880.00,3
10364,11943229720.00,B
10365,11943240600.00,A
10366,11943251440.00,6
10367,11943262280.00,B
10368,11943273120.00,C
10369,11943284000.00,C
10370,11943294840.00,5
10371,11943305680.00,2
10372,11943316520.00,D
10373,11943327360.00,C
10374,11943338240.00,1
10375,11943349080.00,1
10376,11943359920.00,E
10377,11943370760.00,3
10378,11943381600.00,3
10379,11943392480.00,5
10380,11943403320.00,2
10381,11943414160.00,1
10382,11943425000.00,6
10383,11943435840.00,6
10384,11943446680.00,1
10385,11943457560.00,0
10386,11943468400.00,1
10387,11943479240.00,A
10388,11943490080.00,7
10389,11943500960.00,3
10390,11943511800.00,B
10391,11943522640.00,E
10392,11943533480.00,D
10393,11943544320.00,6
10394,11943555200.00,4
10395,11943566040.00,C
10396,11943576880.00,7
10397,11943587720.00,B
10398,11943598560.00,E
10399,11943609440.00,3
10400,11943620280.00,8
10401,11943631120.00,1
10402,11943641960.00,5
10403,11943652800.00,2
10404,11943663640.00,B
10405,11943674520.00,5
10406,11943685360.00,8
10407,11943696200.00,8
10408,11943707040.00,8
10409,11943717920.00,1
10410,11943728760.00,0
10411,11943739600.00,C
10412,11943750440.00,2
10413,11943761280.00,E
10414,11943772160.00,1
10415,11943783000.00,3
10416,11943793840.00,D
10417,11943804680.00,0
10418,11943815520.00,B
10419,11943826400.00,E
10420,11943837240.00,7
10421,11943848080.00,5
10422,11943858920.00,3
10423,11943869760.00,5
10424,11943880600.00,6
10425,11943891480.00,E
10426,11943902320.00,F
10427,11943913160.00,B
10428,11943924000.00,8
10429,11943934880.00,4
10430,11943945720.00,E
10431,11943956560.00,1
10432,11943967400.00,1
10433,11943978240.00,4
10434,11943989120.00,4
10435,11943999960.00,[0D]
10436,11944010800.00,[0A]
10437,11992876800.00,[0D]
10438,11992887640.00,[0A]
10439,11992898480.00,+
10440,11992909320.00,M
10441,11992920160.00,I
10442,11992931000.00,P
10443,11992941880.00,U
10444,11992952720.00,R
10445,11992963560.00,C
10446,11992974400.00,:
10447,11992985280.00,[20]
10448,11992996120.00,"
10449,11993006960.00,r
10450,11993017800.00,t
10451,11993028640.00,c
10452,11993039520.00,p
10453,11993050360.00,"
10454,11993061200.00,,
10455,11993072040.00,0
10456,11993082880.00,,
10457,11993093760.00,1
10458,11993104600.00,6
10459,11993115440.00,9
10460,11993126280.00,,
10461,11993137120.00,8
10462,11993147960.00,2
10463,11993158840.00,7
10464,11993169680.00,E
10465,11993180520.00,0
10466,11993191360.00,0
10467,11993202240.00,A
10468,11993213080.00,5
10469,11993223920.00,0
10470,11993234760.00,0
10471,11993245600.00,0
10472,11993256480.00,0
10473,11993267320.00,0
10474,11993278160.00,0
10475,11993289000.00,A
10476,11993299840.00,1
10477,11993310720.00,6
10478,11993321560.00,B
10479,11993332400.00,8
10480,11993343240.00,3
10481,11993354080.00,3
10482,11993364920.00,A
10483,11993375800.00,3
10484,11993386640.00,7
10485,11993397480.00,3
10486,11993408320.00,0
10487,11993419200.00,8
10488,11993430040.00,F
10489,11993440880.00,5
10490,11993451720.00,7
10491,11993462560.00,4
10492,11993473440.00,D
10493,11993484280.00,8
10494,11993495120.00,7
10495,11993505960.00,C
10496,11993516800.00,C
10497,11993527680.00,3
10498,11993538520.00,E
10499,11993549360.00,9
10500,11993560200.00,A
10501,11993571040.00,E
10502,11993581880.00,F
10503,11993592760.00,6
10504,11993603600.00,E
10505,11993614440.00,9
10506,11993625280.00,C
10507,11993636160.00,3
10508,11993647000.00,5
10509,11993657840.00,7
10510,11993668680.00,3
10511,11993679520.00,0
10512,11993690400.00,1
10513,11993701240.00,5
10514,11993712080.00,B
10515,11993722920.00,2
10516,11993733760.00,8
10517,11993744640.00,5
10518,11993755480.00,B
10519,11993766320.00,9
10520,11993777160.00,5
10521,11993788000.00,E
10522,11993798840.00,D
10523,11993809720.00,A
10524,11993820560.00,7
10525,11993831400.00,F
10526,11993842240.00,3
10527,11993853120.00,8
10528,11993863960.00,7
10529,11993874800.00,1
10530,11993885640.00,3
10531,11993896480.00,8
10532,11993907360.00,C
10533,11993918200.00,9
10534,11993929040.00,A
10535,11993939880.00,E
10536,11993950720.00,B
10537,11993961600.00,5
10538,11993972440.00,C
10539,11993983280.00,4
10540,11993994120.00,A
10541,11994004960.00,E
10542,11994015840.00,4
10543,11994026680.00,F
10544,11994037520.00,8
10545,11994048360.00,4
10546,11994059200.00,3
10547,11994070080.00,1
10548,11994080920.00,F
10549,11994091760.00,C
10550,11994102600.00,4
10551,11994113440.00,8
10552,11994124320.00,B
10553,11994135160.00,3
10554,11994146000.00,2
10555,11994156840.00,8
10556,11994167680.00,A
10557,11994178560.00,7
10558,11994189400.00,A
10559,11994200240.00,6
10560,11994211080.00,4
10561,11994221920.00,8
10562,11994232800.00,E
10563,11994243640.00,7
10564,11994254480.00,1
10565,11994265320.00,E
10566,11994276160.00,8
10567,11994287040.00,E
10568,11994297880.00,2
10569,11994308720.00,C
10570,11994319560.00,4
10571,11994330400.00,3
10572,11994341280.00,9
10573,11994352120.00,F
10574,11994362960.00,D
10575,11994373800.00,C
10576,11994384640.00,9
10577,11994395520.00,D
10578,11994406360.00,0
10579,11994417200.00,5
10580,11994428040.00,2
10581,11994438880.00,1
10582,11994449760.00,F
10583,11994460600.00,6
10584,11994471440.00,7
10585,11994482280.00,1
10586,11994493120.00,2
10587,11994504000.00,C
10588,11994514840.00,0
10589,11994525680.00,8
10590,11994536520.00,A
10591,11994547360.00,8
10592,11994558240.00,8
10593,11994569080.00,8
10594,11994579920.00,1
10595,11994590760.00,A
10596,11994601600.00,4
10597,11994612480.00,E
10598,11994623320.00,2
10599,11994634160.00,1
10600,11994645000.00,6
10601,11994655840.00,0
10602,11994666720.00,3
10603,11994677560.00,6
10604,11994688400.00,A
10605,11994699240.00,7
10606,11994710080.00,5
10607,11994720960.00,E
10608,11994731800.00,D
10609,11994742640.00,D
10610,11994753480.00,E
10611,11994764320.00,1
10612,11994775200.00,4
10613,11994786040.00,B
10614,11994796880.00,8
10615,11994807720.00,E
10616,11994818560.00,0
10617,11994829440.00,1
10618,11994840280.00,7
10619,11994851120.00,5
10620,11994861960.00,E
10621,11994872800.00,6
10622,11994883680.00,9
10623,11994894520.00,E
10624,11994905360.00,E
10625,11994916200.00,5
10626,11994927040.00,5
10627,11994937920.00,9
10628,11994948760.00,5
10629,11994959600.00,6
10630,11994970440.00,9
10631,11994981280.00,D
10632,11994992160.00,7
10633,11995003000.00,5
10634,11995013840.00,8
10635,11995024680.00,2
10636,11995035520.00,A
10637,11995046400.00,7
10638,11995057240.00,8
10639,11995068080.00,9
10640,11995078920.00,2
10641,11995089760.00,C
10642,11995100640.00,5
10643,11995111480.00,2
10644,11995122320.00,9
10645,11995133160.00,5
10646,11995144000.00,0
10647,11995154880.00,F
10648,11995165720.00,6
10649,11995176560.00,3
10650,11995187400.00,5
10651,11995198240.00,1
10652,11995209120.00,7
10653,11995219960.00,4
10654,11995230800.00,5
10655,11995241640.00,1
10656,11995252480.00,B
10657,11995263360.00,5
10658,11995274200.00,1
10659,11995285040.00,B
10660,11995295880.00,9
10661,11995306720.00,E
10662,11995317600.00,9
10663,11995328440.00,B
10664,11995339280.00,D
10665,11995350120.00,6
10666,11995360960.00,2
10667,11995371840.00,E
10668,11995382680.00,2
10669,11995393520.00,0
10670,11995404360.00,C
10671,11995415200.00,2
10672,11995426080.00,7
10673,11995436920.00,1
10674,11995447760.00,D
10675,11995458600.00,1
10676,11995469440.00,5
10677,11995480320.00,4
10678,11995491160.00,8
10679,11995502000.00,D
10680,11995512840.00,A
10681,11995523680.00,A
10682,11995534560.00,5
10683,11995545400.00,0
10684,11995556240.00,8
10685,11995567080.00,0
10686,11995577920.00,E
10687,11995588800.00,5
10688,11995599640.00,6
10689,11995610480.00,1
10690,11995621320.00,4
10691,11995632160.00,7
10692,11995643040.00,4
10693,11995653880.00,3
10694,11995664720.00,7
10695,11995675560.00,6
10696,11995686400.00,0
10697,11995697280.00,6
10698,11995708120.00,F
10699,11995718960.00,8
10700,11995729800.00,C
10701,11995740640.00,6
10702,11995751520.00,1
10703,11995762360.00,A
10704,11995773200.00,E
10705,11995784040.00,1
10706,11995794880.00,8
10707,11995805760.00,5
10708,11995816600.00,C
10709,11995827440.00,5
10710,11995838280.00,B
10711,11995849160.00,1
10712,11995860000.00,A
10713,11995870840.00,9
10714,11995881680.00,8
10715,11995892520.00,4
10716,11995903360.00,8
10717,11995914240.00,A
10718,11995925080.00,0
10719,11995935920.00,A
10720,11995946760.00,A
10721,11995957600.00,C
10722,11995968480.00,7
10723,11995979320.00,0
10724,11995990160.00,7
10725,11996001000.00,C
10726,11996011840.00,E
10727,11996022720.00,B
10728,11996033560.00,A
10729,11996044400.00,D
10730,11996055240.00,3
10731,11996066120.00,0
10732,11996076960.00,6
10733,11996087800.00,D
10734,11996098640.00,2
10735,11996109480.00,0
10736,11996120320.00,8
10737,11996131200.00,3
10738,11996142040.00,B
10739,11996152880.00,0
10740,11996163720.00,F
10741,11996174560.00,7
10742,11996185440.00,D
10743,11996196280.00,B
10744,11996207120.00,7
10745,11996217960.00,C
10746,11996228800.00,7
10747,11996239680.00,7
10748,11996250520.00,C
10749,11996261360.00,C
10750,11996272200.00,6
10751,11996283080.00,0
10752,11996293920.00,6
10753,11996304760.00,5
10754,11996315600.00,A
10755,11996326440.00,9
10756,11996337280.00,4
10757,11996348160.00,F
10758,11996359000.00,6
10759,11996369840.00,C
10760,11996380680.00,3
10761,11996391520.00,A
10762,11996402400.00,A
10763,11996413240.00,B
10764,11996424080.00,C
10765,11996434920.00,7
10766,11996445760.00,2
10767,11996456640.00,7
10768,11996467480.00,7
10769,11996478320.00,F
10770,11996489160.00,6
10771,11996500040.00,4
10772,11996510880.00,A
10773,11996521720.00,6
10774,11996532560.00,B
10775,11996543400.00,B
10776,11996554280.00,9
10777,11996565120.00,1
10778,11996575960.00,E
10779,11996586800.00,C
10780,11996597640.00,C
10781,11996608480.00,1
10782,11996619360.00,1
10783,11996630200.00,F
10784,11996641040.00,0
10785,11996651880.00,4
10786,11996662720.00,1
10787,11996673600.00,9
10788,11996684440.00,8
10789,11996695280.00,F
10790,11996706120.00,8
10791,11996717000.00,8
10792,11996727840.00,A
10793,11996738680.00,5
10794,11996749520.00,7
10795,11996760360.00,2
10796,11996771240.00,3
10797,11996782080.00,F
10798,11996792920.00,2
10799,11996803760.00,[0D]
10800,11996814600.00,[0A]
10801,12059737440.00,[0D]
10802,12059748320.00,[0A]
10803,12059759160.00,+
10804,12059770000.00,M
10805,12059780840.00,I
10806,12059791680.00,P
10807,12059802560.00,U
10808,12059813400.00,R
10809,12059824240.00,C
10810,12059835080.00,:
10811,12059845920.00,[20]
10812,12059856800.00,"
10813,12059867640.00,r
10814,12059878480.00,t
10815,12059889320.00,c
10816,12059900160.00,p
10817,12059911040.00,"
10818,12059921880.00,,
10819,12059932720.00,0
10820,12059943560.00,,
10821,12059954400.00,2
10822,12059965280.00,0
10823,12059976120.00,3
10824,12059986960.00,,
10825,12059997800.00,8
10826,12060008680.00,2
10827,12060019520.00,7
10828,12060030360.00,E
10829,12060041200.00,0
10830,12060052040.00,0
10831,12060062880.00,C
10832,12060073760.00,7
10833,12060084600.00,0
10834,12060095440.00,0
10835,12060106280.00,0
10836,12060117120.00,0
10837,12060128000.00,0
10838,12060138840.00,0
10839,12060149680.00,C
10840,12060160520.00,3
10841,12060171360.00,6
10842,12060182240.00,B
10843,12060193080.00,8
10844,12060203920.00,3
10845,12060214760.00,3
10846,12060225640.00,6
10847,12060236480.00,4
10848,12060247320.00,4
10849,12060258160.00,1
10850,12060269000.00,6
10851,12060279840.00,6
10852,12060290720.00,3
10853,12060301560.00,5
10854,12060312400.00,F
10855,12060323240.00,F
10856,12060334080.00,E
10857,12060344960.00,A
10858,12060355800.00,B
10859,12060366640.00,F
10860,12060377480.00,4
10861,12060388320.00,2
10862,12060399200.00,9
10863,12060410040.00,2
10864,12060420880.00,0
10865,12060431720.00,A
10866,12060442600.00,D
10867,12060453440.00,E
10868,12060464280.00,5
10869,12060475120.00,2
10870,12060485960.00,A
10871,12060496800.00,3
10872,12060507680.00,1
10873,12060518520.00,2
10874,12060529360.00,C
10875,12060540200.00,3
10876,12060551040.00,5
10877,12060561920.00,4
10878,12060572760.00,F
10879,12060583600.00,0
10880,12060594440.00,6
10881,12060605280.00,D
10882,12060616160.00,3
10883,12060627000.00,2
10884,12060637840.00,7
10885,12060648680.00,4
10886,12060659560.00,3
10887,12060670400.00,E
10888,12060681240.00,E
10889,12060692080.00,7
10890,12060702920.00,D
10891,12060713800.00,E
10892,12060724640.00,6
10893,12060735480.00,C
10894,12060746320.00,E
10895,12060757160.00,1
10896,12060768000.00,5
10897,12060778880.00,9
10898,12060789720.00,4
10899,12060800560.00,9
10900,12060811400.00,7
10901,12060822240.00,D
10902,12060833120.00,8
10903,12060843960.00,7
10904,12060854800.00,6
10905,12060865640.00,1
10906,12060876520.00,B
10907,12060887360.00,1
10908,12060898200.00,3
10909,12060909040.00,A
10910,12060919880.00,E
10911,12060930760.00,7
10912,12060941600.00,0
10913,12060952440.00,4
10914,12060963280.00,4
10915,12060974120.00,F
10916,12060984960.00,2
10917,12060995840.00,B
10918,12061006680.00,D
10919,12061017520.00,3
10920,12061028360.00,D
10921,12061039200.00,E
10922,12061050080.00,A
10923,12061060920.00,3
10924,12061071760.00,8
10925,12061082600.00,2
10926,12061093480.00,F
10927,12061104320.00,2
10928,12061115160.00,C
10929,12061126000.00,8
10930,12061136840.00,1
10931,12061147720.00,C
10932,12061158560.00,8
10933,12061169400.00,1
10934,12061180240.00,C
10935,12061191080.00,F
10936,12061201920.00,F
10937,12061212800.00,A
10938,12061223640.00,C
10939,12061234480.00,7
10940,12061245320.00,4
10941,12061256160.00,8
10942,12061267040.00,6
10943,12061277880.00,2
10944,12061288720.00,E
10945,12061299560.00,5
10946,12061310440.00,6
10947,12061321280.00,8
10948,12061332120.00,7
10949,12061342960.00,C
10950,12061353800.00,5
10951,12061364680.00,5
10952,12061375520.00,A
10953,12061386360.00,E
10954,12061397200.00,3
10955,12061408040.00,B
10956,12061418880.00,8
10957,12061429760.00,8
10958,12061440600.00,0
10959,12061451440.00,3
10960,12061462280.00,D
10961,12061473120.00,3
10962,12061484000.00,E
10963,12061494840.00,4
10964,12061505680.00,B
10965,12061516520.00,C
10966,12061527400.00,1
10967,12061538240.00,8
10968,12061549080.00,C
10969,12061559920.00,1
10970,12061570760.00,D
10971,12061581640.00,9
10972,12061592480.00,B
10973,12061603320.00,9
10974,12061614160.00,9
10975,12061625000.00,2
10976,12061635840.00,5
10977,12061646720.00,8
10978,12061657560.00,D
10979,12061668400.00,D
10980,12061679240.00,0
10981,12061690080.00,5
10982,12061700960.00,8
10983,12061711800.00,6
10984,12061722640.00,C
10985,12061733480.00,9
10986,12061744360.00,D
10987,12061755200.00,5
10988,12061766040.00,F
10989,12061776880.00,D
10990,12061787720.00,8
10991,12061798600.00,E
10992,12061809440.00,2
10993,12061820280.00,B
10994,12061831120.00,6
10995,12061841960.00,B
10996,12061852840.00,C
10997,12061863680.00,7
10998,12061874520.00,0
10999,12061885360.00,0
11000,12061896200.00,1
11001,12061907040.00,A
11002,12061917920.00,1
11003,12061928760.00,5
11004,12061939600.00,0
11005,12061950440.00,A
11006,12061961320.00,9
11007,12061972160.00,E
11008,12061983000.00,F
11009,12061993840.00,4
11010,12062004680.00,4
11011,12062015560.00,9
11012,12062026400.00,A
11013,12062037240.00,2
11014,12062048080.00,E
11015,12062058920.00,8
11016,12062069800.00,2
11017,12062080640.00,7
11018,12062091480.00,8
11019,12062102320.00,1
11020,12062113160.00,4
11021,12062124000.00,6
11022,12062134880.00,2
11023,12062145720.00,3
11024,12062156560.00,D
11025,12062167400.00,0
11026,12062178280.00,E
11027,12062189120.00,A
11028,12062199960.00,D
11029,12062210800.00,C
11030,12062221640.00,A
11031,12062232520.00,D
11032,12062243360.00,2
11033,12062254200.00,D
11034,12062265040.00,E
11035,12062275880.00,D
11036,12062286760.00,6
11037,12062297600.00,E
11038,12062308440.00,E
11039,12062319280.00,E
11040,12062330120.00,1
11041,12062340960.00,9
11042,12062351840.00,F
11043,12062362680.00,6
11044,12062373520.00,F
11045,12062384360.00,9
11046,12062395240.00,0
11047,12062406080.00,6
11048,12062416920.00,5
11049,12062427760.00,F
11050,12062438600.00,B
11051,12062449480.00,9
11052,12062460320.00,7
11053,12062471160.00,5
11054,12062482000.00,0
11055,12062492840.00,C
11056,12062503720.00,A
11057,12062514560.00,5
11058,12062525400.00,C
11059,12062536240.00,D
11060,12062547080.00,4
11061,12062557920.00,6
11062,12062568800.00,1
11063,12062579640.00,B
11064,12062590480.00,3
11065,12062601320.00,0
11066,12062612200.00,0
11067,12062623040.00,A
11068,12062633880.00,3
11069,12062644720.00,3
11070,12062655560.00,E
11071,12062666440.00,4
11072,12062677280.00,9
11073,12062688120.00,5
11074,12062698960.00,4
11075,12062709800.00,7
11076,12062720680.00,D
11077,12062731520.00,0
11078,12062742360.00,D
11079,12062753200.00,6
11080,12062764040.00,6
11081,12062774880.00,0
11082,12062785760.00,D
11083,12062796600.00,F
11084,12062807440.00,1
11085,12062818280.00,E
11086,12062829160.00,F
11087,12062840000.00,6
11088,12062850840.00,E
11089,12062861680.00,5
11090,12062872520.00,9
11091,12062883400.00,1
11092,12062894240.00,8
11093,12062905080.00,8
11094,12062915920.00,3
11095,12062926760.00,6
11096,12062937640.00,1
11097,12062948480.00,9
11098,12062959320.00,C
11099,12062970160.00,9
11100,12062981000.00,6
11101,12062991880.00,5
11102,12063002720.00,0
11103,12063013560.00,0
11104,12063024400.00,A
11105,12063035240.00,2
11106,12063046120.00,3
11107,12063056960.00,7
11108,12063067800.00,2
11109,12063078640.00,3
11110,12063089480.00,A
11111,12063100360.00,8
11112,12063111200.00,C
11113,12063122040.00,6
11114,12063132880.00,B
11115,12063143720.00,8
11116,12063154600.00,2
11117,12063165440.00,D
11118,12063176280.00,A
11119,12063187120.00,9
11120,12063197960.00,5
11121,12063208840.00,3
11122,12063219680.00,4
11123,12063230520.00,B
11124,12063241360.00,7
11125,12063252200.00,C
11126,12063263080.00,A
11127,12063273920.00,7
11128,12063284760.00,4
11129,12063295600.00,C
11130,12063306440.00,D
11131,12063317320.00,7
11132,12063328160.00,0
11133,12063339000.00,1
11134,12063349840.00,2
11135,12063360680.00,9
11136,12063371560.00,D
11137,12063382400.00,7
11138,12063393240.00,3
11139,12063404080.00,0
11140,12063414920.00,E
11141,12063425800.00,8
